timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import,stato
20:40 20-09-2022,400,49,19,6670000,44400,2000000,2022344,404.04,0,0,0,80000,28681,111.0,4370000,2820743,38530.32,701000,187427,35.52,1130000,0.0,0.0,2740000,915124,364.08,931000,0,0,,0,0,1370000,483575,3947.16,0,0,0,,,, Grecia_nan_-548941.0_3654.12@ Macedonia del Nord_950000.0_-510255.0_3396.6@ Romania_nan_-238786.0_1589.52@ Serbia_2490000.0_-414207.0_2757.24@, Turchia_2490000.0_164082.0_972.36@,Bulgaria
20:50 20-09-2022,389,51,21,6940000,45000,2000000,2018846,405.0,0,0,0,80000,32618,126.0,4370000,2856504,39024.0,701000,235266,45.0,1130000,0.0,0.0,2740000,1147876,459.0,931000,0,0,,0,0,1370000,484412,3955.5,0,0,0,,,, Grecia_nan_-548954.0_3559.5@ Macedonia del Nord_950000.0_-509396.0_3303.0@ Romania_nan_-238736.0_1548.0@ Serbia_2490000.0_-413624.0_2682.0@, Turchia_2490000.0_163784.0_990.0@,Bulgaria
21:00 20-09-2022,389,51,21,6940000,45000,2000000,2018846,405.0,0,0,0,80000,32618,126.0,4370000,2856504,39024.0,701000,235266,45.0,1130000,0.0,0.0,2740000,1147876,459.0,931000,0,0,,0,0,1370000,484412,3955.5,0,0,0,,,, Grecia_nan_-548954.0_3559.5@ Macedonia del Nord_950000.0_-509396.0_3303.0@ Romania_nan_-238736.0_1548.0@ Serbia_2490000.0_-413624.0_2682.0@, Turchia_2490000.0_163784.0_990.0@,Bulgaria
21:10 20-09-2022,389,51,21,6940000,45000,2000000,2018846,405.0,0,0,0,80000,32618,126.0,4370000,2856504,39024.0,701000,235266,45.0,1130000,0.0,0.0,2740000,1147876,459.0,931000,0,0,,0,0,1370000,484412,3955.5,0,0,0,,,, Grecia_nan_-548954.0_3559.5@ Macedonia del Nord_950000.0_-509396.0_3303.0@ Romania_nan_-238736.0_1548.0@ Serbia_2490000.0_-413624.0_2682.0@, Turchia_2490000.0_163784.0_990.0@,Bulgaria
21:20 20-09-2022,389,51,21,6940000,45000,2000000,2018846,405.0,0,0,0,80000,32618,126.0,4370000,2856504,39024.0,701000,235266,45.0,1130000,0.0,0.0,2740000,1147876,459.0,931000,0,0,,0,0,1370000,484412,3955.5,0,0,0,,,, Grecia_nan_-548954.0_3559.5@ Macedonia del Nord_950000.0_-509396.0_3303.0@ Romania_nan_-238736.0_1548.0@ Serbia_2490000.0_-413624.0_2682.0@, Turchia_2490000.0_163784.0_990.0@,Bulgaria
21:30 20-09-2022,389,51,21,6940000,45000,2000000,2018846,405.0,0,0,0,80000,32618,126.0,4370000,2856504,39024.0,701000,235266,45.0,1130000,0.0,0.0,2740000,1147876,459.0,931000,0,0,,0,0,1370000,484412,3955.5,0,0,0,,,, Grecia_nan_-548954.0_3559.5@ Macedonia del Nord_950000.0_-509396.0_3303.0@ Romania_nan_-238736.0_1548.0@ Serbia_2490000.0_-413624.0_2682.0@, Turchia_2490000.0_163784.0_990.0@,Bulgaria
21:40 20-09-2022,389,51,21,6940000,45000,2000000,2018846,405.0,0,0,0,80000,32618,126.0,4370000,2856504,39028.5,701000,235266,45.0,1130000,0.0,0.0,2740000,1147876,459.0,931000,0,0,,0,0,1370000,484412,3955.5,0,0,0,,,, Grecia_nan_-548954.0_3559.5@ Macedonia del Nord_950000.0_-509396.0_3303.0@ Romania_nan_-281764.0_1827.0@ Serbia_2490000.0_-306748.0_1989.0@, Turchia_2490000.0_163784.0_985.5@,Bulgaria
21:50 20-09-2022,385,51,22,6940000,44500,2000000,2030644,404.95,0,0,0,80000,31230,120.15,4370000,2871078,39235.65,701000,38864,8.9,1130000,0.0,0.0,2740000,1460176,582.95,931000,0,0,,0,0,1370000,508008,4151.85,0,0,0,,,, Grecia_nan_-249840.0_1602.0@ Macedonia del Nord_950000.0_-296338.0_1900.15@ Romania_nan_-294950.0_1891.25@ Serbia_2490000.0_-263720.0_1691.0@ Turchia_2490000.0_-217916.0_1397.3@,,Bulgaria
22:00 20-09-2022,385,51,22,6940000,44500,2000000,2030644,404.95,0,0,0,80000,31230,120.15,4370000,2871078,39235.65,701000,38864,8.9,1130000,0.0,0.0,2740000,1460176,582.95,931000,0,0,,0,0,1370000,508008,4151.85,0,0,0,,,, Grecia_nan_-249840.0_1602.0@ Macedonia del Nord_950000.0_-296338.0_1900.15@ Romania_nan_-294950.0_1891.25@ Serbia_2490000.0_-263720.0_1691.0@ Turchia_2490000.0_-217916.0_1397.3@,,Bulgaria
22:10 20-09-2022,385,51,22,6950000,44500,2000000,2032180,404.95,0,0,0,80000,29190,111.25,4370000,2873825,39222.3,701000,15985,4.45,1130000,0.0,0.0,2740000,1488690,596.3,931000,0,0,,0,0,1370000,510825,4165.2,0,0,0,,,, Grecia_nan_-250200.0_1602.0@ Macedonia del Nord_950000.0_-296070.0_1895.7@ Romania_nan_-295375.0_1891.25@ Serbia_2490000.0_-264100.0_1691.0@ Turchia_2490000.0_-218230.0_1397.3@,,Bulgaria
22:20 20-09-2022,385,51,22,6950000,44500,2000000,2032180,404.95,0,0,0,80000,29190,111.25,4370000,2873825,39222.3,701000,15985,4.45,1130000,0.0,0.0,2740000,1488690,596.3,931000,0,0,,0,0,1370000,510825,4165.2,0,0,0,,,, Grecia_nan_-250200.0_1602.0@ Macedonia del Nord_950000.0_-296070.0_1895.7@ Romania_nan_-295375.0_1891.25@ Serbia_2490000.0_-264100.0_1691.0@ Turchia_2490000.0_-218230.0_1397.3@,,Bulgaria
22:30 20-09-2022,385,51,22,6950000,44500,2000000,2032180,404.95,0,0,0,80000,29190,111.25,4370000,2873825,39222.3,701000,15985,4.45,1130000,0.0,0.0,2740000,1488690,596.3,931000,0,0,,0,0,1370000,510825,4165.2,0,0,0,,,, Grecia_nan_-250200.0_1602.0@ Macedonia del Nord_950000.0_-296070.0_1895.7@ Romania_nan_-295375.0_1891.25@ Serbia_2490000.0_-264100.0_1691.0@ Turchia_2490000.0_-218230.0_1397.3@,,Bulgaria
22:40 20-09-2022,385,51,22,6950000,44500,2000000,2032180,404.95,0,0,0,80000,29190,111.25,4370000,2873825,39222.3,701000,15985,4.45,1130000,0.0,0.0,2740000,1488690,596.3,931000,0,0,,0,0,1370000,510825,4165.2,0,0,0,,,, Grecia_nan_-250200.0_1602.0@ Macedonia del Nord_950000.0_-296070.0_1895.7@ Romania_nan_-295375.0_1891.25@ Serbia_2490000.0_-264100.0_1691.0@ Turchia_2490000.0_-218230.0_1397.3@,,Bulgaria
22:50 20-09-2022,385,51,22,6950000,44500,2000000,2032180,404.95,0,0,0,80000,29190,111.25,4370000,2873825,39222.3,701000,15985,4.45,1130000,0.0,0.0,2740000,1488690,596.3,931000,0,0,,0,0,1370000,510825,4165.2,0,0,0,,,, Grecia_nan_-263405.0_1686.55@ Macedonia del Nord_950000.0_-311360.0_1993.6@ Romania_nan_-380165.0_2434.15@ Serbia_2490000.0_-298155.0_1909.05@ Turchia_2490000.0_-232825.0_1490.75@,,Bulgaria
23:00 20-09-2022,385,51,22,6950000,44500,2000000,2032180,404.95,0,0,0,80000,29190,111.25,4370000,2873825,39222.3,701000,15985,4.45,1130000,0.0,0.0,2740000,1488690,596.3,931000,0,0,,0,0,1370000,510825,4165.2,0,0,0,,,, Grecia_nan_-263405.0_1686.55@ Macedonia del Nord_950000.0_-311360.0_1993.6@ Romania_nan_-380165.0_2434.15@ Serbia_2490000.0_-298155.0_1909.05@ Turchia_2490000.0_-232825.0_1490.75@,,Bulgaria
23:10 20-09-2022,403,49,18,6610000,44400,2000000,2031914,404.04,0,0,0,80000,30406,115.44,4370000,2877333,39298.44,701000,21152,4.44,1130000,0.0,0.0,2740000,1144852,457.32,931000,0,0,,0,0,1370000,505004,4120.32,0,0,0,,,, Grecia_nan_-263078.0_1767.12@ Macedonia del Nord_950000.0_-310670.0_2086.8@ Romania_nan_-380075.0_2553.0@ Serbia_2490000.0_-298111.0_2002.44@ Turchia_2490000.0_-232672.0_1562.88@,,Bulgaria
23:20 20-09-2022,403,49,18,6610000,44400,2000000,2031914,404.04,0,0,0,80000,30406,115.44,4370000,2877333,39298.44,701000,21152,4.44,1130000,0.0,0.0,2740000,1144852,457.32,931000,0,0,,0,0,1370000,505004,4120.32,0,0,0,,,, Grecia_nan_-263078.0_1767.12@ Macedonia del Nord_950000.0_-310670.0_2086.8@ Romania_nan_-380075.0_2553.0@ Serbia_2490000.0_-298111.0_2002.44@ Turchia_2490000.0_-232672.0_1562.88@,,Bulgaria
23:30 20-09-2022,403,49,18,6610000,44400,2000000,2031914,404.04,0,0,0,80000,30406,115.44,4370000,2877333,39298.44,701000,21152,4.44,1130000,0.0,0.0,2740000,1144852,457.32,931000,0,0,,0,0,1370000,505004,4120.32,0,0,0,,,, Grecia_nan_-263078.0_1767.12@ Macedonia del Nord_950000.0_-310670.0_2086.8@ Romania_nan_-380075.0_2553.0@ Serbia_2490000.0_-298111.0_2002.44@ Turchia_2490000.0_-232672.0_1562.88@,,Bulgaria
23:40 20-09-2022,403,49,18,6610000,44400,2000000,2031914,404.04,0,0,0,80000,30406,115.44,4370000,2877333,39298.44,701000,21152,4.44,1130000,0.0,0.0,2740000,1144852,457.32,931000,0,0,,0,0,1370000,505004,4120.32,0,0,0,,,, Grecia_nan_-263078.0_1767.12@ Macedonia del Nord_950000.0_-310670.0_2086.8@ Romania_nan_-380075.0_2553.0@ Serbia_2490000.0_-298111.0_2002.44@ Turchia_2490000.0_-232672.0_1562.88@,,Bulgaria
23:50 20-09-2022,403,49,18,6610000,44400,2000000,2031914,404.04,0,0,0,80000,30406,115.44,4370000,2877333,39298.44,701000,21152,4.44,1130000,0.0,0.0,2740000,1144852,457.32,931000,0,0,,0,0,1370000,505004,4120.32,0,0,0,,,, Grecia_nan_-230689.0_1549.56@ Macedonia del Nord_950000.0_-282908.0_1900.32@ Romania_nan_-290179.0_1949.16@ Serbia_2490000.0_-271671.0_1824.84@ Turchia_2490000.0_-251180.0_1687.2@,,Bulgaria
00:00 21-09-2022,403,49,18,6610000,44400,2000000,2031914,404.04,0,0,0,80000,30406,115.44,4370000,2877333,39298.44,701000,21152,4.44,1130000,0.0,0.0,2740000,1144852,457.32,931000,0,0,,0,0,1370000,505004,4120.32,0,0,0,,,, Grecia_nan_-230689.0_1549.56@ Macedonia del Nord_950000.0_-282908.0_1900.32@ Romania_nan_-290179.0_1949.16@ Serbia_2490000.0_-271671.0_1824.84@ Turchia_2490000.0_-251180.0_1687.2@,,Bulgaria
00:10 21-09-2022,422,46,14,6300000,44300,2000000,2031750,407.56,0,0,0,80000,28980,110.75,4370000,2874690,39298.53,701000,47250,8.86,1130000,0.0,0.0,2740000,808290,323.39,931000,0,0,,0,0,1370000,508410,4150.91,0,0,0,,,, Grecia_nan_-231210.0_1625.81@ Macedonia del Nord_950000.0_-282870.0_1989.07@ Romania_nan_-289800.0_2037.8@ Serbia_2490000.0_-272160.0_1913.76@ Turchia_2490000.0_-251370.0_1767.57@,,Bulgaria
00:20 21-09-2022,422,46,14,6300000,44300,2000000,2031750,407.56,0,0,0,80000,28980,110.75,4370000,2874690,39298.53,701000,47250,8.86,1130000,0.0,0.0,2740000,808290,323.39,931000,0,0,,0,0,1370000,508410,4150.91,0,0,0,,,, Grecia_nan_-231210.0_1625.81@ Macedonia del Nord_950000.0_-282870.0_1989.07@ Romania_nan_-289800.0_2037.8@ Serbia_2490000.0_-272160.0_1913.76@ Turchia_2490000.0_-251370.0_1767.57@,,Bulgaria
00:30 21-09-2022,422,46,14,6300000,44300,2000000,2031750,407.56,0,0,0,80000,28980,110.75,4370000,2874690,39298.53,701000,47250,8.86,1130000,0.0,0.0,2740000,808290,323.39,931000,0,0,,0,0,1370000,508410,4150.91,0,0,0,,,, Grecia_nan_-231210.0_1625.81@ Macedonia del Nord_950000.0_-282870.0_1989.07@ Romania_nan_-289800.0_2037.8@ Serbia_2490000.0_-272160.0_1913.76@ Turchia_2490000.0_-251370.0_1767.57@,,Bulgaria
00:40 21-09-2022,422,46,14,6300000,44300,2000000,2031750,407.56,0,0,0,80000,28980,110.75,4370000,2874690,39298.53,701000,47250,8.86,1130000,0.0,0.0,2740000,808290,323.39,931000,0,0,,0,0,1370000,508410,4150.91,0,0,0,,,, Grecia_nan_-231210.0_1625.81@ Macedonia del Nord_950000.0_-282870.0_1989.07@ Romania_nan_-289800.0_2037.8@ Serbia_2490000.0_-272160.0_1913.76@ Turchia_2490000.0_-251370.0_1767.57@,,Bulgaria
00:50 21-09-2022,422,46,14,6300000,44300,2000000,2031750,407.56,0,0,0,80000,28980,110.75,4370000,2874690,39298.53,701000,47250,8.86,1130000,0.0,0.0,2740000,808290,323.39,931000,0,0,,0,0,1370000,508410,4150.91,0,0,0,,,, Grecia_nan_-292320.0_2055.52@ Macedonia del Nord_950000.0_-342090.0_2405.49@ Romania_nan_-166320.0_1169.52@ Serbia_2490000.0_-320040.0_2250.44@ Turchia_2490000.0_-258300.0_1816.3@,,Bulgaria
01:00 21-09-2022,422,46,14,6300000,44300,2000000,2031750,407.56,0,0,0,80000,28980,110.75,4370000,2874690,39298.53,701000,47250,8.86,1130000,0.0,0.0,2740000,808290,323.39,931000,0,0,,0,0,1370000,508410,4150.91,0,0,0,,,, Grecia_nan_-292320.0_2055.52@ Macedonia del Nord_950000.0_-342090.0_2405.49@ Romania_nan_-166320.0_1169.52@ Serbia_2490000.0_-320040.0_2250.44@ Turchia_2490000.0_-258300.0_1816.3@,,Bulgaria
01:10 21-09-2022,443,44,10,5980000,44100,2000000,2031406,405.72,0,0,0,80000,29900,114.66,4370000,2875782,39293.1,701000,73554,13.23,1130000,0.0,0.0,2740000,469430,189.63,931000,0,0,,0,0,1370000,499928,4083.66,0,0,0,,,, Grecia_nan_-291824.0_2152.08@ Macedonia del Nord_950000.0_-342056.0_2522.52@ Romania_nan_-166244.0_1225.98@ Serbia_2490000.0_-319930.0_2359.35@ Turchia_2490000.0_-257738.0_1900.71@,,Bulgaria
01:20 21-09-2022,443,44,10,5980000,44100,2000000,2031406,405.72,0,0,0,80000,29900,114.66,4370000,2875782,39293.1,701000,73554,13.23,1130000,0.0,0.0,2740000,469430,189.63,931000,0,0,,0,0,1370000,499928,4083.66,0,0,0,,,, Grecia_nan_-291824.0_2152.08@ Macedonia del Nord_950000.0_-342056.0_2522.52@ Romania_nan_-166244.0_1225.98@ Serbia_2490000.0_-319930.0_2359.35@ Turchia_2490000.0_-257738.0_1900.71@,,Bulgaria
01:30 21-09-2022,443,44,10,5980000,44100,2000000,2031406,405.72,0,0,0,80000,29900,114.66,4370000,2875782,39293.1,701000,73554,13.23,1130000,0.0,0.0,2740000,469430,189.63,931000,0,0,,0,0,1370000,499928,4083.66,0,0,0,,,, Grecia_nan_-291824.0_2152.08@ Macedonia del Nord_950000.0_-342056.0_2522.52@ Romania_nan_-166244.0_1225.98@ Serbia_2490000.0_-319930.0_2359.35@ Turchia_2490000.0_-257738.0_1900.71@,,Bulgaria
01:40 21-09-2022,443,44,10,5980000,44100,2000000,2031406,405.72,0,0,0,80000,29900,114.66,4370000,2875782,39293.1,701000,73554,13.23,1130000,0.0,0.0,2740000,469430,189.63,931000,0,0,,0,0,1370000,499928,4083.66,0,0,0,,,, Grecia_nan_-291824.0_2152.08@ Macedonia del Nord_950000.0_-342056.0_2522.52@ Romania_nan_-166244.0_1225.98@ Serbia_2490000.0_-319930.0_2359.35@ Turchia_2490000.0_-257738.0_1900.71@,,Bulgaria
01:50 21-09-2022,443,44,10,5980000,44100,2000000,2031406,405.72,0,0,0,80000,29900,114.66,4370000,2875782,39293.1,701000,73554,13.23,1130000,0.0,0.0,2740000,469430,189.63,931000,0,0,,0,0,1370000,499928,4083.66,0,0,0,,,, Grecia_nan_-315146.0_2324.07@ Macedonia del Nord_950000.0_-389896.0_2875.32@ Romania_nan_-22724.0_167.58@ Serbia_2490000.0_-409032.0_3016.44@ Turchia_2490000.0_-348634.0_2571.03@,,Bulgaria
02:00 21-09-2022,443,44,10,5980000,44100,2000000,2031406,405.72,0,0,0,80000,29900,114.66,4370000,2875782,39293.1,701000,73554,13.23,1130000,0.0,0.0,2740000,469430,189.63,931000,0,0,,0,0,1370000,499928,4083.66,0,0,0,,,, Grecia_nan_-315146.0_2324.07@ Macedonia del Nord_950000.0_-389896.0_2875.32@ Romania_nan_-22724.0_167.58@ Serbia_2490000.0_-409032.0_3016.44@ Turchia_2490000.0_-348634.0_2571.03@,,Bulgaria
02:10 21-09-2022,446,43,8,5800000,43100,2000000,2027680,405.14,0,0,0,80000,31320,120.68,4370000,2808360,38397.79,701000,148480,25.86,1130000,0.0,0.0,2740000,290580,116.37,931000,0,0,,0,0,1370000,493580,4034.16,0,0,0,,,, Grecia_nan_-314940.0_2340.33@ Macedonia del Nord_950000.0_-389760.0_2896.32@ Romania_nan_-23200.0_172.4@ Serbia_2490000.0_-408900.0_3038.55@ Turchia_2490000.0_-348580.0_2590.31@,,Bulgaria
02:20 21-09-2022,446,43,8,5800000,43100,2000000,2027680,405.14,0,0,0,80000,31320,120.68,4370000,2808360,38397.79,701000,148480,25.86,1130000,0.0,0.0,2740000,290580,116.37,931000,0,0,,0,0,1370000,493580,4034.16,0,0,0,,,, Grecia_nan_-314940.0_2340.33@ Macedonia del Nord_950000.0_-389760.0_2896.32@ Romania_nan_-23200.0_172.4@ Serbia_2490000.0_-408900.0_3038.55@ Turchia_2490000.0_-348580.0_2590.31@,,Bulgaria
02:30 21-09-2022,446,43,8,5800000,43100,2000000,2027680,405.14,0,0,0,80000,31320,120.68,4370000,2808360,38397.79,701000,148480,25.86,1130000,0.0,0.0,2740000,290580,116.37,931000,0,0,,0,0,1370000,493580,4034.16,0,0,0,,,, Grecia_nan_-314940.0_2340.33@ Macedonia del Nord_950000.0_-389760.0_2896.32@ Romania_nan_-23200.0_172.4@ Serbia_2490000.0_-408900.0_3038.55@ Turchia_2490000.0_-348580.0_2590.31@,,Bulgaria
02:40 21-09-2022,446,43,8,5800000,43100,2000000,2027680,405.14,0,0,0,80000,31320,120.68,4370000,2808360,38397.79,701000,148480,25.86,1130000,0.0,0.0,2740000,290580,116.37,931000,0,0,,0,0,1370000,493580,4034.16,0,0,0,,,, Grecia_nan_-314940.0_2340.33@ Macedonia del Nord_950000.0_-389760.0_2896.32@ Romania_nan_-23200.0_172.4@ Serbia_2490000.0_-408900.0_3038.55@ Turchia_2490000.0_-348580.0_2590.31@,,Bulgaria
02:50 21-09-2022,446,43,8,5800000,43100,2000000,2027680,405.14,0,0,0,80000,31320,120.68,4370000,2808360,38397.79,701000,148480,25.86,1130000,0.0,0.0,2740000,290580,116.37,931000,0,0,,0,0,1370000,493580,4034.16,0,0,0,,,, Grecia_nan_-372940.0_2771.33@ Macedonia del Nord_950000.0_-453560.0_3370.42@ Romania_nan_-46980.0_349.11@ Serbia_2490000.0_-496480.0_3689.36@ Turchia_2490000.0_-364820.0_2710.99@,,Bulgaria
03:00 21-09-2022,446,43,8,5800000,43100,2000000,2027680,405.14,0,0,0,80000,31320,120.68,4370000,2808360,38397.79,701000,148480,25.86,1130000,0.0,0.0,2740000,290580,116.37,931000,0,0,,0,0,1370000,493580,4034.16,0,0,0,,,, Grecia_nan_-372940.0_2771.33@ Macedonia del Nord_950000.0_-453560.0_3370.42@ Romania_nan_-46980.0_349.11@ Serbia_2490000.0_-496480.0_3689.36@ Turchia_2490000.0_-364820.0_2710.99@,,Bulgaria
03:10 21-09-2022,443,43,9,5860000,43200,2000000,2028732,406.08,0,0,0,80000,31058,116.64,4370000,2811628,38400.48,701000,103136,17.28,1130000,0.0,0.0,2740000,382658,151.2,931000,0,0,,0,0,1370000,502788,4104.0,0,0,0,,,, Grecia_nan_-372696.0_2747.52@ Macedonia del Nord_950000.0_-453564.0_3348.0@ Romania_nan_-46880.0_345.6@ Serbia_2490000.0_-496928.0_3663.36@ Turchia_2490000.0_-365078.0_2691.36@,,Bulgaria
03:20 21-09-2022,443,43,9,5860000,43200,2000000,2028732,406.08,0,0,0,80000,31058,116.64,4370000,2811628,38400.48,701000,103136,17.28,1130000,0.0,0.0,2740000,382658,151.2,931000,0,0,,0,0,1370000,502788,4104.0,0,0,0,,,, Grecia_nan_-372696.0_2747.52@ Macedonia del Nord_950000.0_-453564.0_3348.0@ Romania_nan_-46880.0_345.6@ Serbia_2490000.0_-496928.0_3663.36@ Turchia_2490000.0_-365078.0_2691.36@,,Bulgaria
03:30 21-09-2022,443,43,9,5860000,43200,2000000,2028732,406.08,0,0,0,80000,31058,116.64,4370000,2811628,38400.48,701000,103136,17.28,1130000,0.0,0.0,2740000,382658,151.2,931000,0,0,,0,0,1370000,502788,4104.0,0,0,0,,,, Grecia_nan_-372696.0_2747.52@ Macedonia del Nord_950000.0_-453564.0_3348.0@ Romania_nan_-46880.0_345.6@ Serbia_2490000.0_-496928.0_3663.36@ Turchia_2490000.0_-365078.0_2691.36@,,Bulgaria
